,in_degree,out_degree,betweenness,eigenvector,is_likely_promo
dominustempori.bsky.social,0,1,0.0,2.4554748191579335e-34,False
edginguptown.bsky.social,0,1,0.0,6.9941514612188835e-56,False
dougystyle.bsky.social,0,1,0.0,5.801307575073053e-61,False
dr-ohm.bsky.social,0,1,0.0,1.3672576579622146e-15,False
drdjkhaledmd.bsky.social,0,1,0.0,5.39928777606306e-50,False
drewmakesmovies.bsky.social,0,1,0.0,9.962914111315087e-24,False
drewpowell123.bsky.social,0,1,0.0,6.512965015138136e-51,False
drmikeis.bsky.social,0,1,0.0,6.9941514612188835e-56,False
druidlloydnk.bsky.social,0,1,0.0,6.9941514612188835e-56,False
dubbaewwteeeff.bsky.social,0,1,0.0,4.1626379054257633e-22,False
dylansocal.bsky.social,0,1,0.0,9.962914111315087e-24,False
dystopianprophet.bsky.social,0,1,0.0,5.242159996099736e-30,False
cesar.fernandezcano.es,0,1,0.0,2.285336186773855e-33,False
cekent.bsky.social,0,1,0.0,7.161445008061442e-28,False
fritzviva.bsky.social,0,1,0.0,2.4554748191579335e-34,False
ceejopolis.bsky.social,0,1,0.0,1.0820194754268354e-27,False
andrewbeaumen.bsky.social,0,1,0.0,9.962914111315087e-24,False
andyjunkins.bsky.social,0,1,0.0,5.801307575073053e-61,False
andymays.bsky.social,0,1,0.0,2.7580073260508726e-28,False
anoniv.bsky.social,0,1,0.0,4.454023494039715e-48,False
antnisp.bsky.social,0,1,0.0,4.478013384004255e-28,False
anumation.bsky.social,0,1,0.0,5.801307575073053e-61,False
aprillia.bsky.social,0,1,0.0,1.5643247770369894e-52,False
aranfalk.bsky.social,0,1,0.0,6.155309082072321e-48,False
archvillain.bsky.social,0,1,0.0,6.9941514612188835e-56,False
arcobaleno-prisma.bsky.social,0,1,0.0,1.872904116635811e-26,False
arj0.bsky.social,0,1,0.0,5.270842922123005e-26,False
armakproductions.com,0,1,0.0,5.801307575073053e-61,False
arowla.bsky.social,0,1,0.0,5.801307575073053e-61,False
artadmirer.bsky.social,0,1,0.0,1.5643247770369894e-52,False
artifactscott.bsky.social,0,1,0.0,2.0692450312733343e-27,False
artofcoop.bsky.social,0,1,0.0,6.383998231466103e-28,False
ashleyrodrigues.bsky.social,0,1,0.0,9.962914111315087e-24,False
athosnga5938.bsky.social,0,1,0.0,2.4554748191579335e-34,False
attentialluca.bsky.social,0,1,0.0,5.801307575073053e-61,False
auntiemamelives.bsky.social,0,1,0.0,1.3672576579622146e-15,False
aussieinto.bsky.social,0,1,0.0,2.347001410379259e-41,False
austintassletine.bsky.social,0,1,0.0,6.9941514612188835e-56,False
automaton4u.bsky.social,0,1,0.0,5.242159996099736e-30,False
amelianywhere.bsky.social,0,1,0.0,6.155309082072321e-48,False
amdo.bsky.social,0,1,0.0,1.5769466214248394e-27,False
alttag.bsky.social,0,1,0.0,1.2947306845152283e-29,False
adamphoebe.neocities.org,0,1,0.0,5.801307575073053e-61,False
116flor.bsky.social,0,1,0.0,1.5643247770369894e-52,False
400vicezo.bsky.social,0,1,0.0,8.932985111428452e-31,False
45382ud.bsky.social,0,1,0.0,1.2371070569753257e-31,False
617to416.bsky.social,0,1,0.0,4.454023494039715e-48,False
8bittripper.bsky.social,0,1,0.0,1.5769466214248394e-27,False
aarongrote.com,0,1,0.0,2.0692450312733343e-27,False
aavehannus.bsky.social,0,1,0.0,5.801307575073053e-61,False
absurdistscribbler.bsky.social,0,1,0.0,5.801307575073053e-61,False
adam-manx.bsky.social,0,1,0.0,6.9941514612188835e-56,False
adamjewell.bsky.social,0,1,0.0,6.9941514612188835e-56,False
adtru.bsky.social,0,1,0.0,6.314865271204515e-23,False
alsorae.bsky.social,0,1,0.0,1.7292749663189233e-25,False
afc5ever.bsky.social,0,1,0.0,2.2486332708122515e-32,False
agreaternotion.bsky.social,0,1,0.0,1.3672576579622146e-15,False
aguamineralfresca.bsky.social,0,1,0.0,1.2442831180054214e-46,False
akoltchak.bsky.social,0,1,0.0,1.3672576579622146e-15,False
albertoreale.bsky.social,0,1,0.0,5.095402172886734e-34,False
alexanderchee.bsky.social,0,1,0.0,6.383998231466103e-28,False
alexfreddo.bsky.social,0,1,0.0,2.4561310039402046e-40,False
alialiafro.bsky.social,0,1,0.0,1.2367893031603517e-36,False
allthingsdre.bsky.social,0,2,0.0005270655624808877,1.0252120001020618e-23,False
alpinemigrant.bsky.social,0,1,0.0,1.2367893031603517e-36,False
avicaeruleum.bsky.social,0,1,0.0,7.396894261832272e-21,False
baddestdaddest.bsky.social,0,1,0.0,6.17287753013832e-23,False
baileymcc.bsky.social,0,1,0.0,4.1626379054257633e-22,False
bsky.heenan.net,0,1,0.0,1.5643247770369894e-52,False
braak.bsky.social,0,1,0.0,1.0513376859706771e-38,False
bradflint.bsky.social,0,1,0.0,3.5671745376748376e-42,False
brainiackim.bsky.social,0,1,0.0,1.2371070569753257e-31,False
briancst.bsky.social,0,1,0.0,5.270842922123005e-26,False
brianstorms.bsky.social,0,1,0.0,5.39928777606306e-50,False
brianzitzelman.bsky.social,0,1,0.0,6.9941514612188835e-56,False
britta-no-filter.bsky.social,0,1,0.0,5.801307575073053e-61,False
brlawrencelc.com,0,1,0.0,7.396894261832272e-21,False
bruit.eurosky.social,0,1,0.0,5.801307575073053e-61,False
bruross.bsky.social,0,1,0.0,9.962914111315087e-24,False
btnboy.bsky.social,0,1,0.0,6.716563250761368e-27,False
boshyboo.bsky.social,0,1,0.0,5.801307575073053e-61,False
buckaroosbonsai.bsky.social,0,1,0.0,4.454023494039715e-48,False
buckrawheat.bsky.social,0,2,0.00014916949881534558,6.797117866995758e-28,False
cameronparker.bsky.social,0,1,0.0,2.5763892088536093e-39,False
canhenha.bsky.social,0,1,0.0,6.9941514612188835e-56,False
captaindunsel.bsky.social,0,1,0.0,1.3672576579622146e-15,False
carl-gustav.bsky.social,0,2,4.143597189315155e-07,1.0799409917018954e-27,False
cassiemiu.bsky.social,0,1,0.0,2.977661703809484e-31,False
catbus.phd,0,1,0.0,1.865021090229832e-43,False
cate-evans4.bsky.social,0,1,0.0,4.1265208226824783e-16,False
cbdawson.bsky.social,0,1,0.0,6.9941514612188835e-56,False
bot-tan.suibari.com,0,1,0.0,2.347001410379259e-41,False
boriszee.bsky.social,0,1,0.0,5.801307575073053e-61,False
battlejuice.bsky.social,0,1,0.0,1.865021090229832e-43,False
bigfattyonline.bsky.social,0,1,0.0,4.454023494039715e-48,False
beacaicoya.bsky.social,0,1,0.0,1.7292749663189233e-25,False
beamooo.bsky.social,0,1,0.0,8.482265413486488e-45,False
beckalecka.bsky.social,0,4,0.0,3.688543586217064e-15,False
beemooney.bsky.social,0,1,0.0,5.801307575073053e-61,False
beerz4yearz.bsky.social,0,1,0.0,6.383998231466103e-28,False
behindthefrequency.bsky.social,0,1,0.0,5.801307575073053e-61,False
bestbechdeltest.bsky.social,0,1,0.0,4.920203299424569e-36,False
bigbadbuckley.bsky.social,0,1,0.0,5.270842922123005e-26,False
bigbootychris.bsky.social,0,1,0.0,6.716563250761368e-27,False
bigc-kc.bsky.social,0,1,0.0,9.785465144861018e-54,False
bigv8daddy.bsky.social,0,1,0.0,1.5643247770369894e-52,False
boondockingintheus.bsky.social,0,1,0.0,1.3672576579622146e-15,False
billthepony.bsky.social,0,1,0.0,1.5769466214248394e-27,False
bjkeefe.bsky.social,0,1,0.0,5.801307575073053e-61,False
bksman9.bsky.social,0,1,0.0,7.071234807539713e-32,False
blackandgold.bsky.social,0,1,0.0,6.9941514612188835e-56,False
blacksnakemo.bsky.social,0,1,0.0,2.0692450312733343e-27,False
blakewashington.bsky.social,0,1,0.0,2.450157687168182e-21,False
blueblondie48.bsky.social,0,1,0.0,9.962914111315087e-24,False
bobertonbluesky.bsky.social,0,1,0.0,7.396894261832272e-21,False
bobscho.bsky.social,0,1,0.0,6.155309082072321e-48,False
bollabai.bsky.social,0,1,0.0,5.801307575073053e-61,False
freebooteryyj.bsky.social,0,1,0.0,1.5643247770369894e-52,False
funnywes.online,0,1,0.0,5.39928777606306e-50,False
mia-sade.bsky.social,0,1,0.0,1.7292749663189233e-25,False
jimbpa.bsky.social,0,1,0.0,2.892058897055307e-25,False
kircheis.bsky.social,0,1,0.0,5.39928777606306e-50,False
kiwinomad06.bsky.social,0,1,0.0,3.1134399890457233e-38,False
kkempen.bsky.social,0,1,0.0,1.2371070569753257e-31,False
klavierherz.eurosky.social,0,1,0.0,6.1648984196517955e-25,False
koeniginkatze.bsky.social,0,1,0.0,5.801307575073053e-61,False
ktmuse.bsky.social,0,1,0.0,5.801307575073053e-61,False
kwh561.cryptoanarchy.network,0,1,0.0,9.962914111315087e-24,False
kwilliamsmedia.bsky.social,0,1,0.0,1.2371070569753257e-31,False
kxdyn.bsky.social,0,1,0.0,1.1601803275470671e-18,False
labbla.bsky.social,0,1,0.0,3.5671745376748376e-42,False
ladykatya4.bsky.social,0,1,0.0,6.314865271204515e-23,False
ladymidath.bsky.social,0,1,0.0,1.9461786158598904e-17,False
lalocked.bsky.social,0,1,0.0,7.071234807539713e-32,False
larelli.bsky.social,0,2,0.0,3.4585499326378467e-25,False
lasdelpulpo.bsky.social,0,1,0.0,2.285336186773855e-33,False
lastminutegoal.bsky.social,0,1,0.0,2.2486332708122515e-32,False
latemandy.rwrb.social,0,1,0.0,6.9941514612188835e-56,False
legutz.bsky.social,0,1,0.0,5.801307575073053e-61,False
lena221.bsky.social,0,1,0.0,6.9941514612188835e-56,False
leohorishny.bsky.social,0,1,0.0,1.3672576579622146e-15,False
leojesus.bsky.social,0,2,8.28719437863031e-07,9.891223853747346e-56,False
leowulf.bsky.social,0,1,0.0,2.4554748191579335e-34,False
lepetitereboot.bsky.social,0,1,0.0,1.43772260783061e-36,False
kennyf1283.bsky.social,0,1,0.0,1.033228694509277e-26,False
kenk1980.bsky.social,0,1,0.0,3.974649865596216e-31,False
katiewillden.bsky.social,0,1,0.0,7.233580962041453e-26,False
jovenitti.bsky.social,0,1,0.0,3.109833712549753e-27,False
jjjuv.bsky.social,0,1,0.0,1.52455785937511e-41,False
jockd.bsky.social,0,1,0.0,1.3672576579622146e-15,False
joeybee12.bsky.social,0,1,0.0,3.3484317314174135e-46,False
johnaking.bsky.social,0,1,0.0,3.1134399890457233e-38,False
johnnyninefingers.bsky.social,0,1,0.0,5.270842922123005e-26,False
johnw60.bsky.social,0,1,0.0,5.270842922123005e-26,False
jondvchbimble.bsky.social,0,1,0.0,2.0534301703991844e-30,False
jonhendry.bsky.social,0,1,0.0,5.270842922123005e-26,False
jonlikestoys.bsky.social,0,1,0.0,5.801307575073053e-61,False
josephhall.org,0,1,0.0,6.9941514612188835e-56,False
jpmendis.bsky.social,0,1,0.0,5.270842922123005e-26,False
katherineargent.com,0,1,0.0,1.5643247770369894e-52,False
jrparham.bsky.social,0,1,0.0,6.9941514612188835e-56,False
jtangeles.bsky.social,0,1,0.0,8.277142693921886e-23,False
jtforde518.bsky.social,0,1,0.0,1.2371070569753257e-31,False
julesprom.bsky.social,0,1,0.0,5.801307575073053e-61,False
juliafnp.bsky.social,0,1,0.0,1.2371070569753257e-31,False
junglistmastiff.bsky.social,0,1,0.0,6.9941514612188835e-56,False
just--bruno.bsky.social,0,1,0.0,1.3672576579622146e-15,False
jztidecat.bsky.social,0,1,0.0,5.801307575073053e-61,False
kai.lucasbaradan.com,0,1,0.0,2.0692450312733343e-27,False
kaimatai.bsky.social,0,1,0.0,2.892058897055307e-25,False
lephys.bsky.social,0,1,0.0,4.262243139798382e-27,False
levimsmsmsm.bsky.social,0,1,0.0,3.0569803018094723e-32,False
lezluthor.bsky.social,0,1,0.0,3.3484317314174135e-46,False
mat111.bsky.social,0,1,0.0,1.3672576579622146e-15,False
manndaraee.bsky.social,0,1,0.0,5.801307575073053e-61,False
mapwitch.bsky.social,0,1,0.0,1.4775854766235985e-25,False
marbicwolf.bsky.social,0,1,0.0,6.9941514612188835e-56,False
marco-place.bsky.social,0,1,0.0,3.5671745376748376e-42,False
marcos0902.bsky.social,0,1,0.0,1.2442831180054214e-46,False
mariaaragon64.bsky.social,0,1,0.0,1.3672576579622146e-15,False
mark07929.bsky.social,0,1,0.0,3.1134399890457233e-38,False
markfreed.bsky.social,0,3,1.6160029038329105e-05,6.597987791177194e-26,False
marktierney.com,0,1,0.0,6.9941514612188835e-56,False
marsikeda.bsky.social,0,1,0.0,7.161445008061442e-28,False
mattdean94.bsky.social,0,1,0.0,5.270842922123005e-26,False
mak506.bsky.social,0,1,0.0,5.801307575073053e-61,False
mattmcdiz.bsky.social,0,1,0.0,4.1626379054257633e-22,False
maura.bsky.social,0,1,0.0,2.1269184530376235e-39,False
maximumfun.org,0,1,0.0,6.9941514612188835e-56,False
mbeaulieu.bsky.social,0,1,0.0,5.801307575073053e-61,False
mechanizedmalice.bsky.social,0,1,0.0,8.482265413486488e-45,False
melissingout.bsky.social,0,1,0.0,4.1626379054257633e-22,False
melstefaniuk.bsky.social,0,1,0.0,4.025233771937031e-51,False
menseveningwear.bsky.social,0,1,0.0,5.801307575073053e-61,False
meowingbug.bsky.social,0,1,0.0,1.6067545770006078e-34,False
metadri.eurosky.social,0,1,0.0,5.801307575073053e-61,False
mangohime.com,0,1,0.0,1.9597085491284774e-35,False
magikarpolycarp.bsky.social,0,1,0.0,6.9941514612188835e-56,False
libramonkee.bsky.social,0,1,0.0,6.9941514612188835e-56,False
lohaddotcom.bsky.social,0,1,0.0,1.3672576579622146e-15,False
lindavt.bsky.social,0,1,0.0,1.3672576579622146e-15,False
linuskk.bsky.social,0,1,0.0,9.962914111315087e-24,False
lisann57.bsky.social,0,1,0.0,1.3672576579622146e-15,False
littlegino.bsky.social,0,1,0.0,2.333278610685353e-22,False
lizrummy.bsky.social,0,1,0.0,2.333278610685353e-22,False
liztruss.bsky.social,0,1,0.0,6.314865271204515e-23,False
lizzycampbell.bsky.social,0,1,0.0,5.801307575073053e-61,False
lj-mi.bsky.social,0,1,0.0,1.7292749663189233e-25,False
lockedbottom.com,0,1,0.0,2.555855650884892e-46,False
lockyer.bsky.social,0,1,0.0,1.2371070569753257e-31,False
lolaura55.bsky.social,0,1,0.0,1.865021090229832e-43,False
maddiemwm.bsky.social,0,1,0.0,5.801307575073053e-61,False
longrules.bsky.social,0,1,0.0,7.396894261832272e-21,False
lordfunkyfist.bsky.social,0,1,0.0,5.39928777606306e-50,False
lsamardich.bsky.social,0,1,0.0,1.3672576579622146e-15,False
luiscordoba.bsky.social,0,1,0.0,5.801307575073053e-61,False
lurkymclurk.bsky.social,0,1,0.0,6.383998231466103e-28,False
lward1700.bsky.social,0,1,0.0,1.5643247770369894e-52,False
m-uscle.bsky.social,0,1,0.0,5.801307575073053e-61,False
mackdoolin.bsky.social,0,1,0.0,5.801307575073053e-61,False
madambluestocking.bsky.social,0,1,0.0,5.801307575073053e-61,False
madamedefargeknits.bsky.social,0,1,0.0,6.155309082072321e-48,False
jimmycraig42.bsky.social,0,1,0.0,1.3672576579622146e-15,False
jillongovt.bsky.social,0,1,0.0,5.270842922123005e-26,False
furnace.bsky.social,0,1,0.0,1.5643247770369894e-52,False
jhbancroft.bsky.social,0,1,0.0,5.801307575073053e-61,False
greenhombre.bsky.social,0,1,0.0,1.5769466214248394e-27,False
gregorynorminton.bsky.social,0,1,0.0,1.2367893031603517e-36,False
grief-enduring.bsky.social,0,1,0.0,2.5763892088536093e-39,False
grudgingsignup.bsky.social,0,1,0.0,5.095402172886734e-34,False
gshans.bsky.social,0,1,0.0,4.1626379054257633e-22,False
gw161irish.bsky.social,0,2,0.0001301089517444959,1.7799097402304624e-15,False
gypitneep.bsky.social,0,1,0.0,1.3672576579622146e-15,False
hals517.bsky.social,0,1,0.0,5.801307575073053e-61,False
hamletisdead.bsky.social,0,1,0.0,3.0875404842035315e-43,False
hardcarriehey.bsky.social,0,1,0.0,5.801307575073053e-61,False
haredurer.bsky.social,0,1,0.0,5.686542459399657e-22,False
harriet75.bsky.social,0,1,0.0,5.801307575073053e-61,False
hartleysiddenj.bsky.social,0,1,0.0,4.537170239514828e-17,False
hedgoe.bsky.social,0,1,0.0,6.9941514612188835e-56,False
helmith07.bsky.social,0,1,0.0,5.801307575073053e-61,False
henrybernstein.bsky.social,0,1,0.0,6.9941514612188835e-56,False
hermeswalkingshoes.bsky.social,0,1,0.0,5.801307575073053e-61,False
highashope13.bsky.social,0,1,0.0,5.801307575073053e-61,False
highway62.bsky.social,0,1,0.0,1.5643247770369894e-52,False
hilarian.bsky.social,0,1,0.0,3.8928909881798146e-38,False
himmelhoch.bsky.social,0,1,0.0,6.9941514612188835e-56,False
hjuliette.bsky.social,0,1,0.0,5.801307575073053e-61,False
hollywooddfpd.bsky.social,0,1,0.0,4.1626379054257633e-22,False
gothicfirekitteh.bsky.social,0,1,0.0,1.3672576579622146e-15,False
gooner63.bsky.social,0,1,0.0,2.347001410379259e-41,False
goodwithcolour.tootr.co.ap.brid.gy,0,1,0.0,5.801307575073053e-61,False
gersande.com,0,1,0.0,5.801307575073053e-61,False
gabagoolers.bsky.social,0,1,0.0,1.2371070569753257e-31,False
gabjet.bsky.social,0,1,0.0,6.155309082072321e-48,False
gabnat.bsky.social,0,1,0.0,1.3672576579622146e-15,False
gaffa.bsky.social,0,2,4.143597189315155e-07,3.9569307810213606e-16,False
gaylord.pink,0,1,0.0,1.872904116635811e-26,False
gaymerdancer.bsky.social,0,1,0.0,8.152796504816746e-38,False
gayyyperson.bsky.social,0,1,0.0,6.314865271204515e-23,False
gazamcnulty.bsky.social,0,1,0.0,4.262243139798382e-27,False
gbsills.bsky.social,0,1,0.0,6.9941514612188835e-56,False
georgeous.one,0,1,0.0,5.801307575073053e-61,False
ghostingdani.bsky.social,0,1,0.0,4.1626379054257633e-22,False
goodknight70.bsky.social,0,1,0.0,1.3672576579622146e-15,False
gigawattconduit.blacksky.app,0,1,0.0,1.5643247770369894e-52,False
glennrunn.bsky.social,0,1,0.0,5.801307575073053e-61,False
glittery-nails.bsky.social,0,1,0.0,1.7292749663189233e-25,False
glowingskeleton.bsky.social,0,1,0.0,5.39928777606306e-50,False
goatoverlord.bsky.social,0,1,0.0,5.39928777606306e-50,False
godeep.bsky.social,0,1,0.0,1.3672576579622146e-15,False
goforproduction.bsky.social,0,1,0.0,1.5769466214248394e-27,False
goji.standingintheodds.com,0,1,0.0,5.39928777606306e-50,False
goldsquid.bsky.social,0,1,0.0,5.801307575073053e-61,False
gonzaegonza91.bsky.social,0,1,0.0,5.801307575073053e-61,False
horneronmain.bsky.social,0,1,0.0,5.801307575073053e-61,False
horobisan.bsky.social,0,1,0.0,8.482265413486488e-45,False
huggingbugs.bsky.social,0,1,0.0,1.6067545770006078e-34,False
jayellcee12.bsky.social,0,1,0.0,1.865021090229832e-43,False
j3zz-g.bsky.social,0,1,0.0,4.454023494039715e-48,False
jacke.bsky.social,0,1,0.0,5.242159996099736e-30,False
jahsounds.bsky.social,0,1,0.0,1.854362128432976e-16,False
jakeremix.bsky.social,0,1,0.0,9.962914111315087e-24,False
jamalgreene.bsky.social,0,1,0.0,4.1626379054257633e-22,False
jamesdoyle1983.bsky.social,0,1,0.0,5.801307575073053e-61,False
jamiesharp.bsky.social,0,1,0.0,5.801307575073053e-61,False
jawndoe.bsky.social,0,1,0.0,1.865021090229832e-43,False
jawstudios.bsky.social,0,1,0.0,3.5671745376748376e-42,False
jayabita.bsky.social,0,1,0.0,5.801307575073053e-61,False
jazzrat2000.bsky.social,0,1,0.0,1.3672576579622146e-15,False
iwilljinx.bsky.social,0,1,0.0,1.5643247770369894e-52,False
jdcarpentieri.bsky.social,0,1,0.0,1.2367893031603517e-36,False
jduvalsmith.bsky.social,0,1,0.0,5.270842922123005e-26,False
jeepsahara4643.bsky.social,0,1,0.0,9.785465144861018e-54,False
jenejareth.bsky.social,0,1,0.0,1.3672576579622146e-15,False
jennie-ess.bsky.social,0,1,0.0,1.3672576579622146e-15,False
jennymckinnon.bsky.social,0,1,0.0,5.095402172886734e-34,False
jeppa1.bsky.social,0,1,0.0,5.801307575073053e-61,False
jeronimo80.bsky.social,0,1,0.0,6.155309082072321e-48,False
jerseyboy95.bsky.social,0,1,0.0,6.314865271204515e-23,False
jeymien.bsky.social,0,1,0.0,2.892058897055307e-25,False
izenteeth.bsky.social,0,1,0.0,5.801307575073053e-61,False
itsrickypnw.bsky.social,0,1,0.0,8.152796504816746e-38,False
hungryfool.bsky.social,0,1,0.0,2.4554748191579335e-34,False
iloli.eurosky.social,0,1,0.0,5.801307575073053e-61,False
hvs.bsky.social,0,1,0.0,6.155309082072321e-48,False
iamadoeable.bsky.social,0,1,0.0,5.39928777606306e-50,False
iamiysha.bsky.social,0,1,0.0,1.2261501466334546e-29,False
iamyou84.bsky.social,0,1,0.0,3.6446829745144005e-34,False
iangorrie.bsky.social,0,1,0.0,3.1134399890457233e-38,False
ianstev91.bsky.social,0,1,0.0,5.270842922123005e-26,False
idontnou.bsky.social,0,1,0.0,5.270842922123005e-26,False
iedamarcondes.com,0,1,0.0,1.4775854766235985e-25,False
ifimryanimdyin.bsky.social,0,1,0.0,6.9941514612188835e-56,False
ilmarinen7.bsky.social,0,1,0.0,5.270842922123005e-26,False
imajerk.bsky.social,0,1,0.0,1.3672576579622146e-15,False
itsmitch03.bsky.social,0,1,0.0,5.801307575073053e-61,False
imgayerthanyouare.bsky.social,0,1,0.0,5.39928777606306e-50,False
incognitopisces.bsky.social,0,1,0.0,1.3950608615051797e-19,False
indigo-k.com,0,1,0.0,6.155309082072321e-48,False
internettrey.bsky.social,0,1,0.0,6.512965015138136e-51,False
irishwol.bsky.social,0,1,0.0,5.095402172886734e-34,False
isaacgantwerkmayer.bsky.social,0,1,0.0,4.920203299424569e-36,False
isaacgm73.bsky.social,0,2,0.0,1.428837923375254e-29,False
issabussae.bsky.social,0,1,0.0,5.801307575073053e-61,False
its-its.bsky.social,0,1,0.0,5.801307575073053e-61,False
itsmelikewhoa.bsky.social,0,1,0.0,9.962914111315087e-24,False
zusteriris.bsky.social,0,1,0.0,6.155309082072321e-48,False
